,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995
direkte,6,9.0,8.0,7.0,11.0,14.0,18.0,19.0,20.0,18.0
direktøren,1,3.0,2.0,2.0,,,,,,1.0
disiplin,1,,,,,,,,,1.0
diskusjon,2,6.0,6.0,,1.0,2.0,7.0,25.0,22.0,7.0
disponent,1,,,,,,,1.0,2.0,1.0
disse,16,15.0,17.0,10.0,17.0,28.0,30.0,46.0,47.0,28.0
djupt,1,,,,,,1.0,1.0,,
dl,1,,,,,,,,,
do,1,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0
dobbelt,2,1.0,,,,,,,,
dobbeltspill,1,,,,,,,,,
dod,1,1.0,1.0,,,,,1.0,1.0,
dodon,1,1.0,,,,,,,,
dog,4,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
dokka,1,1.0,,,,,,,,
dokumentasjonsmontasjen,1,1.0,,,,,,,,
dokumentert,1,1.0,,,,,3.0,6.0,5.0,3.0
dollar,5,2.0,2.0,1.0,,,,,,
dollars,1,,,,,,,,,
dolloyuiuin,1,1.0,,,,,,,,
dom,3,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0
dominerande,1,,,,,,1.0,1.0,,2.0
dominerende,3,,,,,1.0,,,1.0,1.0
dommen,1,,,,,1.0,1.0,5.0,6.0,4.0
dommeren,1,,,,,,,,,
don,1,,,,2.0,2.0,,,,
dot,1,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doven,1,2.0,1.0,,,,,1.0,1.0,1.0
dr.,2,2.0,,,,1.0,1.0,,,
drama,3,2.0,,4.0,8.0,12.0,14.0,21.0,31.0,34.0
dramatikk,1,2.0,2.0,2.0,3.0,6.0,6.0,2.0,1.0,3.0
dramatisk,2,3.0,2.0,,,2.0,2.0,2.0,,1.0
dreg,1,1.0,,,,,,,,1.0
drev,18,27.0,28.0,10.0,13.0,20.0,30.0,49.0,51.0,32.0
drevet,19,23.0,19.0,31.0,46.0,51.0,81.0,131.0,113.0,77.0
drikk,1,,,,,,2.0,2.0,1.0,
drikke,1,1.0,1.0,1.0,,,,1.0,1.0,
drikker,1,1.0,,,,,,,,
dristig,1,,,,1.0,3.0,2.0,19.0,18.0,3.0
dristige,1,,,,,,,,,
driv,2,2.0,2.0,8.0,19.0,24.0,20.0,21.0,10.0,16.0
drive,12,23.0,38.0,57.0,183.0,386.0,498.0,684.0,617.0,747.0
driver,23,28.0,16.0,29.0,54.0,92.0,136.0,240.0,225.0,168.0
drives,6,5.0,7.0,9.0,16.0,32.0,27.0,36.0,40.0,25.0
drøm,1,1.0,,,,1.0,1.0,,,1.0
dtar,1,1.0,,,,,,,,
du,1,2.0,4.0,12.0,15.0,60.0,72.0,111.0,123.0,131.0
dukket,2,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
dun,1,1.0,,,,,,,,
dyktig,3,4.0,4.0,6.0,7.0,9.0,16.0,18.0,15.0,11.0
dyktige,3,,,,1.0,1.0,4.0,6.0,5.0,3.0
dyktiggjpre,1,1.0,,,,,,,,
dyp,1,1.0,,,1.0,1.0,,2.0,3.0,3.0
dype,1,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0
dyret,1,,,,,,,1.0,1.0,
dyrke,2,2.0,,4.0,4.0,3.0,1.0,3.0,3.0,4.0
dyrker,1,1.0,,,,4.0,2.0,5.0,5.0,1.0
då,1,,3.0,3.0,2.0,2.0,2.0,5.0,4.0,6.0
dåre,1,,,,,,,,,
dårlig,15,35.0,44.0,55.0,81.0,106.0,132.0,210.0,218.0,178.0
dårligste,1,,,2.0,2.0,2.0,,,,
déhslags,1,1.0,,,,,,,,
dø,1,,,,,1.0,1.0,1.0,1.0,1.0
døde,1,8.0,8.0,1.0,,1.0,,3.0,3.0,2.0
døgnet,1,2.0,3.0,1.0,2.0,3.0,,3.0,4.0,1.0
døgnets,1,,,,,,1.0,1.0,1.0,1.0
dømmer,1,,,,,,,1.0,1.0,
e,6,9.0,11.0,8.0,9.0,11.0,3.0,6.0,15.0,25.0
edruelig,2,1.0,,1.0,2.0,1.0,1.0,4.0,3.0,1.0
eed,1,,,,,,,,,
effektiv,1,2.0,2.0,3.0,3.0,2.0,2.0,3.0,7.0,9.0
efter,4,8.0,8.0,4.0,9.0,11.0,5.0,6.0,8.0,1.0
efterhvért,1,,,,,,,,,
eg,3,7.0,9.0,13.0,23.0,34.0,27.0,25.0,19.0,37.0
egen,6,9.0,9.0,7.0,12.0,20.0,28.0,49.0,48.0,49.0
egenartet,2,1.0,1.0,2.0,1.0,1.0,,,,
egenskap,1,,1.0,1.0,1.0,,,2.0,2.0,
egentlig,3,4.0,4.0,9.0,15.0,16.0,23.0,32.0,33.0,20.0
egentlige,2,1.0,,,1.0,1.0,3.0,3.0,2.0,
eget,1,18.0,19.0,3.0,9.0,9.0,11.0,16.0,11.0,14.0
egne,5,3.0,1.0,6.0,6.0,11.0,17.0,30.0,34.0,23.0
egnet,8,6.0,5.0,3.0,7.0,6.0,5.0,6.0,4.0,4.0
ei,5,12.0,15.0,14.0,38.0,54.0,52.0,59.0,48.0,50.0
eiendommelig,2,2.0,,,,,,,,
eiendommelighet,1,,,,,,,,,
eier,2,,,,2.0,2.0,,3.0,5.0,5.0
eigentleg,1,,,1.0,2.0,2.0,,,1.0,2.0
ein,9,20.0,27.0,33.0,75.0,126.0,143.0,123.0,77.0,143.0
eit,4,8.0,10.0,25.0,45.0,50.0,42.0,36.0,26.0,50.0
ekBempler,1,,,,,,,,,
eks.,5,5.0,9.0,14.0,10.0,6.0,4.0,4.0,4.0,3.0
eksakt,3,,,,,,,,,
eksakt-nøyaktig,1,,,,,,,,,
eksamen,13,17.0,16.0,3.0,5.0,11.0,9.0,3.0,12.0,15.0
eksempel,12,16.0,15.0,18.0,29.0,50.0,65.0,95.0,95.0,86.0
eksempelvis,3,1.0,1.0,2.0,2.0,,1.0,3.0,3.0,2.0
eksempler,10,10.0,12.0,10.0,14.0,17.0,18.0,28.0,34.0,28.0
eksfangers,1,1.0,,,,,,,,
eksisterer,1,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,7.0
eksponent,1,1.0,,,2.0,2.0,2.0,,2.0,2.0
ekstraordinær,2,1.0,,,,,,,2.0,3.0
ekte,1,,,1.0,2.0,1.0,1.0,6.0,7.0,8.0
el,2,2.0,3.0,2.0,3.0,2.0,3.0,8.0,14.0,9.0
elden,1,5.0,5.0,,,,,,,
elegante,1,2.0,1.0,,,2.0,1.0,,,
elektrisitetsverk,6,,,,,,,,,
elementær,1,2.0,2.0,7.0,7.0,10.0,7.0,9.0,5.0,6.0
elementære,2,3.0,3.0,5.0,6.0,5.0,1.0,1.0,2.0,2.0
elev,1,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0
elevene,2,,5.0,8.0,5.0,4.0,3.0,3.0,3.0,3.0
elever,7,3.0,4.0,5.0,11.0,10.0,5.0,5.0,2.0,
elevert,3,2.0,3.0,3.0,,,,1.0,1.0,1.0
eleverte,1,1.0,,,,,,,,
elle,1,,,,,1.0,1.0,,1.0,1.0
eller,64,91.0,101.0,115.0,189.0,306.0,417.0,723.0,991.0,877.0
ellers,3,2.0,2.0,7.0,13.0,19.0,25.0,27.0,22.0,8.0
elles,1,2.0,5.0,9.0,9.0,5.0,2.0,1.0,6.0,10.0
elskverdig,1,,,,,,,,,
elvar,1,1.0,,,,,,,,
embete,1,,,,,1.0,1.0,,,
embetseksamen,1,,1.0,1.0,1.0,,,,1.0,1.0
embetseksamener,1,,,,,,,,,
embetsverk,1,,,,,,,,,
emnets,1,,,,,,,,,
en,315,460.0,561.0,584.0,768.0,1262.0,1416.0,2166.0,2267.0,1844.0
en-,1,1.0,,,,,,,,
enda,3,2.0,1.0,6.0,8.0,14.0,12.0,14.0,17.0,30.0
endel,3,5.0,4.0,3.0,8.0,7.0,5.0,7.0,4.0,1.0
ender,1,1.0,1.0,,,,,6.0,6.0,3.0
endog,1,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
endte,1,1.0,,,,1.0,,6.0,6.0,3.0
endå,1,,1.0,1.0,5.0,6.0,3.0,2.0,,1.0
ene,2,2.0,1.0,4.0,4.0,9.0,9.0,11.0,9.0,2.0
ener,1,3.0,3.0,1.0,2.0,2.0,,,1.0,1.0
enere,3,,,,,,,,,
enerr,1,,,,,,,,,
eneste,5,4.0,4.0,3.0,3.0,6.0,15.0,23.0,20.0,18.0
enestående,4,5.0,2.0,1.0,,2.0,3.0,4.0,2.0,2.0
enetale,1,1.0,,,,,,,,
engang,1,1.0,1.0,2.0,3.0,8.0,6.0,3.0,7.0,5.0
engasjert,3,4.0,5.0,12.0,9.0,10.0,12.0,18.0,16.0,14.0
engelsk,11,28.0,34.0,18.0,15.0,10.0,10.0,14.0,15.0,17.0
enhver,3,4.0,8.0,10.0,11.0,13.0,12.0,17.0,19.0,9.0
enig,2,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,3.0
enkelhet,1,,,,,,,,,
enkelt,2,4.0,4.0,2.0,2.0,7.0,6.0,6.0,6.0,12.0
enkelte,4,7.0,7.0,5.0,16.0,20.0,14.0,24.0,23.0,13.0
enkeltes,2,2.0,2.0,,,1.0,1.0,,,
enkelttimer,1,1.0,1.0,,,,,,,
enn,51,44.0,55.0,68.0,87.0,119.0,140.0,204.0,235.0,238.0
enno,1,1.0,,,,,,,,
ennu,1,,,,,,,,,
ennå,2,2.0,3.0,2.0,1.0,2.0,9.0,16.0,9.0,5.0
ens,1,2.0,3.0,2.0,2.0,,,,1.0,1.0
ensidig,2,4.0,2.0,2.0,3.0,4.0,11.0,29.0,26.0,24.0
enskelig,1,1.0,1.0,,,,,2.0,2.0,
ent,1,,,,,,,,,
enten,1,3.0,5.0,5.0,3.0,8.0,14.0,14.0,14.0,8.0
eopplagene,1,1.0,,,,,,,,
ep,1,1.0,1.0,,,,,,3.0,3.0
epistler,1,1.0,,,,,,,,
er,403,538.0,739.0,866.0,1229.0,1874.0,2152.0,3104.0,3256.0,3132.0
er-blitt,1,,,,,,,,,
erdol6encle,1,,,,,,,,,
erfaring,15,29.0,48.0,61.0,63.0,129.0,187.0,378.0,422.0,292.0
ergrer,1,1.0,,,,,,1.0,1.0,
erindringer,2,1.0,,,,,,,,
erjhans,1,,,,,,,,,
erm,1,1.0,1.0,1.0,,,,,,
ervervserupper,1,,,,,,,,,
ess,1,1.0,,,,,,,1.0,1.0
et,146,163.0,191.0,211.0,280.0,449.0,570.0,730.0,706.0,664.0
etasje,1,1.0,,,,,,,,
etikett,1,1.0,,,,,,,,
etler,1,1.0,1.0,,,,1.0,1.0,1.0,1.0
ett,4,8.0,10.0,6.0,10.0,10.0,11.0,15.0,19.0,14.0
etter,30,30.0,45.0,54.0,56.0,75.0,106.0,130.0,136.0,137.0
etterhvert,2,1.0,1.0,,1.0,3.0,7.0,5.0,3.0,1.0
etterkrigstiden,1,2.0,2.0,,,1.0,2.0,2.0,1.0,
etterrettelig,2,2.0,1.0,1.0,3.0,3.0,3.0,24.0,22.0,16.0
europeisk,1,1.0,1.0,,1.0,1.0,1.0,2.0,5.0,4.0
even,1,1.0,,,,,,,,
eventyr,2,1.0,,1.0,1.0,2.0,,,2.0,2.0
evindelig,1,,,,,,,,,
evne,4,3.0,7.0,12.0,12.0,23.0,33.0,35.0,54.0,44.0
evnen,1,,,,,3.0,4.0,9.0,6.0,7.0
evner,1,1.0,,2.0,2.0,2.0,8.0,9.0,8.0,8.0
f,13,14.0,21.0,26.0,25.0,23.0,25.0,47.0,42.0,43.0
fA,2,,,,,,,,,
fOr,1,1.0,,,,1.0,1.0,,,
fa,1,,5.0,5.0,4.0,10.0,9.0,8.0,10.0,11.0
fabelaktige,1,,,,,,,,,
fag,7,47.0,142.0,123.0,99.0,48.0,53.0,71.0,69.0,63.0
fagbevegelsen,1,1.0,,,,,1.0,2.0,2.0,
faget,1,,2.0,5.0,8.0,16.0,26.0,39.0,25.0,18.0
fagfolk,4,1.0,1.0,,,3.0,3.0,1.0,2.0,2.0
faglig,1,,3.0,4.0,21.0,22.0,14.0,13.0,10.0,14.0
fagorganisasjonen,1,,,,,,,,,
failr,1,1.0,,,,,,,,
fair,8,7.0,2.0,2.0,3.0,3.0,,4.0,5.0,2.0
fait,1,1.0,,,,,1.0,5.0,4.0,
fakta,1,1.0,1.0,1.0,4.0,8.0,11.0,159.0,167.0,40.0
faktum,1,2.0,2.0,,,,3.0,4.0,5.0,5.0
fakultet,2,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0
fakulteter,1,,,,,2.0,1.0,,,
fall,1,10.0,16.0,12.0,14.0,22.0,23.0,24.0,30.0,33.0
falt,1,,,1.0,3.0,1.0,2.0,5.0,8.0,8.0
familie,1,1.0,1.0,1.0,2.0,2.0,1.0,,5.0,5.0
familien,2,2.0,,,1.0,2.0,1.0,15.0,18.0,12.0
fangenskapets,1,,,,,,,,,
fanget,1,1.0,,,,,,,1.0,1.0
fant,1,9.0,9.0,2.0,4.0,5.0,3.0,7.0,9.0,8.0
fantasifulle,2,,,,,,,,,
far,4,6.0,8.0,6.0,5.0,7.0,5.0,6.0,9.0,11.0
fare,2,2.0,1.0,,1.0,4.0,8.0,6.0,4.0,4.0
farlig,2,3.0,4.0,1.0,5.0,6.0,9.0,14.0,13.0,13.0
farve,1,1.0,,,,,,,,
farvet,1,1.0,,,,,,,,
fasier,1,1.0,,,,,,,,
fast,2,2.0,5.0,8.0,7.0,15.0,19.0,20.0,22.0,33.0
fastlåst,1,1.0,1.0,,,,,,,
fatt,3,1.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,6.0
fcl,1,1.0,1.0,,,,,,,
fdrste,1,1.0,,,,,,,,
feie,1,,,,,1.0,1.0,2.0,,
feig,1,1.0,,,,,3.0,9.0,2.0,4.0
feil,2,1.0,,1.0,3.0,4.0,1.0,3.0,10.0,13.0
feiter,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0
fem,2,1.0,1.0,,2.0,4.0,5.0,18.0,16.0,14.0
fengslende,1,1.0,1.0,,1.0,1.0,,,,
fenomenet,1,1.0,,,7.0,7.0,,1.0,2.0,2.0
fer,1,,,,,,,,1.0,3.0
ferievikariat,1,,,,,,,,,
ferskeste,1,1.0,,,,,,,,
festskriftet,1,,,,,,,,,
ffi,1,1.0,,,,,,,,
ffir,1,1.0,,,,,,,,
fi,2,2.0,,2.0,4.0,4.0,5.0,7.0,6.0,2.0
fiee,1,,,,,,,,,
fikk,10,31.0,31.0,23.0,28.0,34.0,40.0,80.0,80.0,58.0
fil,2,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0
filateli,1,,,,,,,,,
film,7,12.0,22.0,49.0,61.0,54.0,41.0,38.0,48.0,44.0
filmatisk,1,1.0,,,,,1.0,1.0,1.0,3.0
filme,2,,,,,,,,,
filmens,1,1.0,1.0,,,,,,,
filmingen,1,1.0,,,,,,,,
filmstjernen,1,1.0,,,,,,,,
filologiske,2,,,,,,,,,
filosofi,3,6.0,5.0,2.0,4.0,4.0,6.0,5.0,6.0,5.0
fin,2,4.0,7.0,9.0,9.0,12.0,10.0,11.0,9.0,4.0
finansiell,1,,,,,,,,,1.0
fine,3,5.0,3.0,3.0,1.0,4.0,6.0,3.0,1.0,2.0
finne,5,4.0,9.0,7.0,8.0,14.0,22.0,49.0,42.0,27.0
finne-,1,1.0,,,,,,,,
finner,8,6.0,6.0,7.0,10.0,17.0,20.0,30.0,27.0,22.0
finnes,5,4.0,5.0,3.0,9.0,13.0,10.0,38.0,46.0,50.0
fins,2,2.0,1.0,,2.0,3.0,6.0,11.0,14.0,12.0
finst,1,1.0,2.0,2.0,3.0,7.0,9.0,13.0,4.0,5.0
fint,1,1.0,,1.0,4.0,4.0,4.0,8.0,8.0,7.0
fir,1,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,1.0
fire,1,4.0,6.0,3.0,5.0,8.0,9.0,10.0,7.0,5.0
fiskeii,1,,,,,,,,,
fiskere,1,2.0,1.0,,1.0,1.0,,,,
fiskerier,1,,,,,,,,,
fjerde,1,1.0,1.0,,,2.0,2.0,3.0,1.0,
fjernsynet,1,1.0,1.0,2.0,2.0,2.0,5.0,18.0,18.0,5.0
fjernt,1,1.0,1.0,1.0,,,,3.0,3.0,
fjor,2,3.0,3.0,2.0,1.0,3.0,4.0,13.0,7.0,7.0
fl,1,2.0,2.0,1.0,1.0,3.0,8.0,16.0,17.0,8.0
flabberi,1,,,,,,,,,
flabbet,1,,,,,,,,,
flere,8,4.0,11.0,16.0,17.0,34.0,47.0,75.0,85.0,71.0
flest,3,2.0,,1.0,1.0,2.0,3.0,5.0,7.0,5.0
fleste,2,4.0,7.0,5.0,8.0,13.0,10.0,12.0,13.0,18.0
flittig,2,3.0,1.0,1.0,,4.0,5.0,4.0,3.0,
flittige,1,,,,,,1.0,1.0,,
fluer,1,1.0,,,,,,,,
flytpndf,1,1.0,,,,,,,,
flytt,1,,,,,,1.0,1.0,,
flåsete,1,1.0,,,1.0,2.0,,,,
fodes,4,,,,,,,,,
fodt,1,,,,,,,,,
folder,1,,,,,,,,,
folge,1,1.0,,,1.0,1.0,2.0,2.0,2.0,2.0
folgendé,1,1.0,1.0,,,,,,,
folger,1,1.0,,,,1.0,1.0,,3.0,6.0
folk,4,5.0,8.0,9.0,12.0,22.0,35.0,45.0,42.0,38.0
folkeopplysning,3,4.0,4.0,,,1.0,6.0,5.0,2.0,3.0
folkeskikk,1,,,,,2.0,4.0,3.0,3.0,1.0
folks,1,1.0,1.0,,1.0,3.0,2.0,5.0,6.0,6.0
folneske,1,,,,,,,,,
fonn,1,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0
fonnen,1,1.0,,,,,,,,
for,467,663.0,851.0,891.0,1249.0,1896.0,2065.0,3188.0,4811.0,5015.0
forandref,1,,,,,,,,,
forbausende,2,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0
forbcrcdcndc,1,1.0,,,,,,,,
forberedende,5,5.0,,,,,,,,
forbigått,1,1.0,,,,,,,,
forbilde,1,,,1.0,1.0,2.0,2.0,3.0,6.0,4.0
forbindelse,3,3.0,8.0,11.0,17.0,27.0,24.0,29.0,25.0,15.0
forbindelsen,1,,,,,,,,,
forbinder,2,1.0,1.0,,,2.0,2.0,5.0,2.0,4.0
forbrukerspørsmål,2,2.0,,,,,,,,
forbundet,1,2.0,1.0,,,3.0,4.0,1.0,,
fordel,14,11.0,13.0,14.0,24.0,36.0,54.0,66.0,61.0,50.0
fordervelige,1,,,,,,,,,
fordi,6,8.0,15.0,17.0,29.0,37.0,48.0,78.0,77.0,59.0
fordoblet,1,,,,,,,,,
fordreiningen,1,1.0,,,,,,,,
fordreiningene,1,1.0,,,,,,,,
fore,1,2.0,2.0,5.0,6.0,4.0,3.0,3.0,4.0,2.0
foredrag,1,5.0,7.0,4.0,5.0,7.0,2.0,3.0,4.0,4.0
foredragsholdere,1,1.0,,,,1.0,1.0,,,
foredragsholderne,2,3.0,1.0,,,,1.0,1.0,1.0,
foredragsvirksomhet,1,1.0,,,2.0,2.0,,1.0,1.0,
foregangsmann,1,2.0,2.0,2.0,,,,3.0,3.0,1.0
forekom,1,,,,,,,,1.0,1.0
forekomme,2,,1.0,2.0,1.0,1.0,,,2.0,2.0
forekommer,1,1.0,3.0,4.0,3.0,15.0,12.0,10.0,8.0,3.0
foreldre,1,,1.0,1.0,,1.0,,,,
forelesning,1,1.0,,1.0,1.0,,,,,
forelesninger,5,1.0,1.0,1.0,,,2.0,1.0,2.0,4.0
forelest,3,,4.0,4.0,,1.0,1.0,1.0,3.0,3.0
foreligger,1,1.0,,,,3.0,4.0,2.0,2.0,
forene,2,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,5.0
forenet,1,,,,,,,,,
forening,1,,,1.0,1.0,1.0,,2.0,2.0,1.0
foreningen,1,3.0,2.0,,,,,1.0,,
forente,4,4.0,2.0,1.0,,,,,,1.0
forer,3,3.0,3.0,2.0,3.0,5.0,4.0,3.0,,
foreslår,2,1.0,,,,,,1.0,,2.0
foretar,1,1.0,,1.0,1.0,,1.0,1.0,,
foretatt,1,2.0,2.0,2.0,,1.0,4.0,6.0,3.0,2.0
foretrekker,1,,,,1.0,1.0,,,1.0,2.0
foretrekkes,2,,,,,,,,,
foretrukket,3,,2.0,3.0,1.0,3.0,3.0,11.0,8.0,5.0
forevskrivning,1,1.0,,,,,,,,
forfatfatterskap,1,1.0,,,,,,,,
forfatter,1,6.0,7.0,2.0,10.0,10.0,1.0,9.0,15.0,29.0
forfatter-,3,,,,,,,,,1.0
forfattere,1,2.0,2.0,3.0,3.0,2.0,,2.0,5.0,4.0
forfatteren,2,2.0,2.0,3.0,13.0,15.0,9.0,10.0,6.0,4.0
forfatterens,1,1.0,,4.0,4.0,2.0,,1.0,2.0,1.0
forfatterskap,22,17.0,7.0,7.0,6.0,9.0,27.0,28.0,21.0,13.0
forfattervirksomhe,1,,,,,,,,,
forfattervirksomhet,1,2.0,2.0,,,,1.0,3.0,3.0,2.0
forfattéri,1,,,,,,,,,
forfattérskap,1,,,,,,,,,
forferdet,1,,,,,,,,,1.0
forfløyet,1,1.0,1.0,,,,,,,
forfuttervirksomhet,1,1.0,,,,,,,,
forgifte,1,1.0,3.0,2.0,,,,,,
forhand,1,,,,,,1.0,2.0,1.0,
forhastede,1,1.0,,,,,,,,
forhastet,2,,,,,,,,,
forhinder,1,1.0,,,,,,,,
forhold,2,25.0,24.0,8.0,14.0,25.0,35.0,69.0,85.0,76.0
forholdene,2,1.0,,1.0,1.0,3.0,8.0,7.0,5.0,7.0
forholdet,1,1.0,,3.0,5.0,11.0,17.0,14.0,13.0,23.0
forholdsvis,1,,1.0,1.0,1.0,4.0,3.0,3.0,2.0,
fories,1,,,,,,,,,
forkastelig,1,1.0,,,,,3.0,7.0,5.0,
forklarte,2,2.0,,,,,,1.0,1.0,
forkledd,1,,,1.0,2.0,3.0,,,1.0,4.0
forlag,5,6.0,3.0,2.0,4.0,7.0,8.0,16.0,10.0,4.0
forlagsarbeid,1,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
forlagsdirektør,1,,,,,,,,,
forlagsvirk-,1,,,,,,,,,
forlagsvirksomhet,5,4.0,2.0,2.0,1.0,,5.0,9.0,9.0,3.0
forlanges,1,1.0,,,,,,,,
forlengst,1,1.0,1.0,3.0,2.0,,1.0,1.0,2.0,1.0
forlet,1,2.0,1.0,,,,,,1.0,1.0
forlovet,1,1.0,1.0,,,,,,,1.0
form,90,134.0,170.0,200.0,292.0,351.0,292.0,340.0,327.0,196.0
forma,1,,,,4.0,7.0,6.0,2.0,,
formann,1,1.0,1.0,,2.0,10.0,9.0,5.0,4.0,2.0
formannen,2,2.0,,1.0,4.0,4.0,1.0,2.0,2.0,
format,1,,3.0,4.0,2.0,4.0,1.0,3.0,2.0,6.0
formen,3,3.0,4.0,9.0,20.0,35.0,37.0,61.0,69.0,53.0
formene,1,,,1.0,1.0,2.0,2.0,1.0,,1.0
former,3,11.0,15.0,18.0,23.0,28.0,24.0,21.0,15.0,24.0
formiddag,1,1.0,1.0,1.0,,,,,1.0,2.0
fornedrelse,1,1.0,,,,,,,,
fornpyd,1,,,,,,,,,
fornærmende,1,1.0,,,,,,,,
fornøyelig,1,1.0,1.0,,,,,,,1.0
forresten,3,3.0,4.0,4.0,5.0,7.0,,1.0,2.0,7.0
forretn.korr,2,2.0,,,,,,,,
forretning,3,2.0,,,,,1.0,,3.0,5.0
forretningserotikk,1,1.0,1.0,,,,,,,
forretningsliv,2,,1.0,1.0,,,,,,
forretningsvirksomhet,1,,6.0,7.0,1.0,,1.0,2.0,2.0,2.0
forrige,1,1.0,2.0,1.0,,,1.0,3.0,1.0,3.0
forsikring,1,1.0,,,,1.0,1.0,5.0,5.0,1.0
forsiktig,1,1.0,3.0,5.0,2.0,3.0,5.0,5.0,3.0,
forskingsstipendiat,1,1.0,,,,1.0,,,,
forskjell,1,1.0,,,,4.0,8.0,13.0,13.0,17.0
forskjellen,3,5.0,2.0,,1.0,5.0,5.0,9.0,8.0,9.0
forskjellig,1,1.0,,1.0,1.0,1.0,2.0,6.0,4.0,1.0
forskjellige,6,5.0,9.0,5.0,6.0,5.0,6.0,10.0,16.0,14.0
forskning,4,1.0,2.0,3.0,4.0,33.0,40.0,38.0,34.0,39.0
forskningsstipendiat,2,2.0,,,,,,,,
forskånet,1,1.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0
forslag,1,,,,,,1.0,2.0,1.0,3.0
forsoksarb,2,2.0,2.0,,,,,,,
forsokte,1,,,,,,,,,
forstand,3,3.0,2.0,2.0,4.0,4.0,10.0,8.0,10.0,13.0
forstå,5,6.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0
forståelse,2,2.0,1.0,1.0,1.0,3.0,9.0,8.0,10.0,13.0
forstår,1,4.0,4.0,4.0,4.0,3.0,3.0,6.0,8.0,5.0
forstått,1,,,,,,,1.0,1.0,1.0
forsvare,1,,,1.0,4.0,8.0,8.0,8.0,8.0,4.0
forsvarer,1,1.0,,2.0,2.0,4.0,1.0,10.0,10.0,3.0
forsvinne,2,2.0,2.0,,,,,,,
forsynt,1,,,1.0,1.0,,,,,
forsøk,1,3.0,5.0,5.0,8.0,13.0,15.0,20.0,18.0,12.0
forsøker,2,2.0,2.0,3.0,5.0,7.0,6.0,10.0,8.0,4.0
forsøkte,4,3.0,1.0,1.0,,,,,2.0,2.0
fort,1,2.0,4.0,3.0,1.0,3.0,6.0,10.0,9.0,2.0
fortalt,1,1.0,,,,,,1.0,1.0,1.0
fortalte,2,1.0,,,,1.0,2.0,6.0,7.0,4.0
fortelle,3,1.0,1.0,3.0,5.0,9.0,9.0,12.0,15.0,12.0
forteller,2,4.0,8.0,5.0,4.0,9.0,11.0,18.0,17.0,14.0
fortelles,1,,,1.0,1.0,2.0,1.0,,,
fortellinger,3,,,,,,1.0,3.0,3.0,2.0
fortjener,2,1.0,,,1.0,2.0,1.0,4.0,5.0,9.0
fortjeneste,2,,1.0,1.0,1.0,3.0,2.0,2.0,,
fortjenst,1,1.0,,,,,,,,
fortrolige,1,,,,,,,,,
fortsatt,2,2.0,3.0,7.0,7.0,24.0,23.0,27.0,33.0,33.0
fortsatte,1,2.0,2.0,,,,,,3.0,2.0
fortsetter,3,,,2.0,2.0,3.0,2.0,19.0,22.0,17.0
fortsott,1,,,,,,,,,
fortåtter,1,1.0,1.0,,1.0,1.0,,,,2.0
forum,2,1.0,1.0,,,1.0,,1.0,2.0,5.0
foruten,1,2.0,1.0,3.0,10.0,11.0,3.0,2.0,1.0,
forvanske,1,1.0,,,,,,,,
forårsake,1,1.0,,,,,,,,
forøvrig,1,9.0,9.0,1.0,6.0,8.0,5.0,5.0,4.0,
fot,1,1.0,1.0,,1.0,2.0,3.0,3.0,2.0,3.0
foto,2,2.0,7.0,79.0,78.0,34.0,47.0,57.0,43.0,53.0
foto-,1,11.0,10.0,9.0,,1.0,1.0,2.0,1.0,
fotografering,7,19.0,21.0,18.0,17.0,16.0,18.0,21.0,17.0,14.0
fotografert,1,1.0,1.0,,,,,,,
fotografertng,1,1.0,1.0,,,,,,,
fotografi,2,2.0,,,1.0,4.0,5.0,3.0,4.0,3.0
fotografiens,1,1.0,,,,,,,,
fra,66,99.0,152.0,183.0,228.0,407.0,574.0,884.0,953.0,801.0
fram,6,11.0,11.0,4.0,13.0,25.0,35.0,53.0,50.0,55.0
framheve,1,,,,,,1.0,1.0,,
framifrå,1,,,1.0,1.0,,,1.0,3.0,7.0
framleis,1,,,,2.0,3.0,4.0,4.0,4.0,2.0
